participant,question,explId,explIndex,text,acc,satis,satisfaction,accuracy,causation,functional,general,mechanism
EmbXrzocAhWAVicqC,8,158,18,"Our bodies evolved in ways that were advantageous to us overall (walking, increased intelligence), but that made it more difficult for babies to fit through the birth canal.",5,6,4.9,3.6,5.4,4.7,4.833333333333333,4.875
GwvFGHYeCoGKCVhrh,8,159,19,The ratio of size of baby to the size of the adult is greater than other animals.,5,1,4.7,3.9,4.6,4.3,4.166666666666667,3
CgcNAxwnNRWfvXsjx,8,160,20,The nature of the  human pelvis.,4,2,4.1,4.1,5.1,3.7,4.666666666666667,3.375
IiqLepluvINpvJrDa,9,161,1,Because they are easily damaged and need to be replaced often.,3,6,4.2727272727272725,4.9,2.6,2.2,4.666666666666667,3.8181818181818183
RAJOcIoUXzTRWibOW,9,162,2,In order to grow back after we use them.,5,3,3.6363636363636362,4.5,2.2,3.3,4.777777777777778,2.909090909090909
kSNYDEIzDDFtRWejo,9,163,3,Things that are soft and brittle like nails and hair need to grow back.,1,1,3.8181818181818183,4.5,3.1,1.6,4.666666666666667,3
ucaoUjLBGOErUYSMj,9,164,4,All human cells in the body grow during life.,6,5,4.545454545454546,5.7,4.9,1.9,6.333333333333333,3.4545454545454546
NdZjTpkvAtjcZHcdC,9,165,5,They grow so that we can scratch ourselves.,2,2,2.909090909090909,3,2.1,5.3,3.111111111111111,4
AccjEvteyqLbTUaNl,9,166,6,"Our bodies produce certain things, and by having our nails grow releases them.",5,3,3.4545454545454546,2.5,1.5,2.5,3.3333333333333335,3.6363636363636362
KbZVOcGAqeIjuxIcN,9,167,7,Because we use them as tools and they need to be replenished.,5,5,4.818181818181818,3.7,2.8,4.8,3.888888888888889,4.454545454545454
UeqHTuqstdbnGNeIf,9,168,8,Because it is part of our bodies growing cells.,5,5,4.363636363636363,5.6,4.7,1.5,6,4.363636363636363
BSlUjkKpjkXdOgvHE,9,169,9,So they keep coming back.,6,6,2.272727272727273,3.7,0.9,2,4.444444444444445,2.5454545454545454
nNzuKHobtQRhTvQbM,9,170,10,They grow because we used to use them as way to claw and dig in the ground and to help us to defend ourselves in a fight before we used tools and such.,4,3,4.636363636363637,3.8,1.6,4.9,4,4.545454545454546
asAIRemxxdtCmHtNq,9,171,11,Because the cells in them evolve through nutrition.,4,3,4.363636363636363,4.2,3.9,1.5,5.444444444444445,3.8181818181818183
FwTfUPtzGzTyELhIL,9,172,12,"Nails are an evolutionary remnant from when our ancestors had claws. Like other mammals, claws that are used a lot get worn down, and therefore they need to grow to replace what was ground down.",7,7,5.454545454545454,5,3.5,3.6,5.222222222222222,4.7
XyJcxVgJzfvCzmxDD,9,173,13,For defense.,6,6,3.1818181818181817,3.1,1.7,4.8,3.5555555555555554,3.272727272727273
iYYyHDYkltxUpChoo,9,174,14,"Nails are useful for certain tasks we no longer perform, like cutting through hard objects and breaking shells.",3,5,4.090909090909091,3.9,0.6000000000000001,4.2,3.888888888888889,4.454545454545454
NWuylDIjHwpceUwgV,9,175,15,To produce new nails to protect your fingers and toes.,1,2,4.090909090909091,4,3.5,5,6.222222222222222,4.6
UxWIDrSohHFXriLvh,9,176,16,We grow nails just like any other mammal.,3,2,2.4545454545454546,5.3,3.3,1.4,5.444444444444445,2.4545454545454546
lzeIXwlMBNgwuhhwg,9,177,17,Because calcium and other materials and constantly being deposited in them.,1,5,4.2727272727272725,5,4.7,1.6,5.333333333333333,4.909090909090909
EmbXrzocAhWAVicqC,9,178,18,"They grow because they are a soft, replaceable part that replenishes itself as it wears away.",4,5,3.5454545454545454,5.4,3.2,2.7,6.222222222222222,4.181818181818182
GwvFGHYeCoGKCVhrh,9,179,19,Dead skin cells add to the amount of nails.,5,2,2.7272727272727275,2.7,4.3,0.6,4.222222222222222,3.272727272727273
CgcNAxwnNRWfvXsjx,9,180,20,Nail grown in the root to replace older cells.,5,4,3.727272727272727,4.7,4.4,2.5,5.666666666666667,4.2727272727272725
IiqLepluvINpvJrDa,10,181,1,So as not to cause damage to fingers when we reach into a pocket or bag and grab one.,4,6,5.2,4.8,3.272727272727273,5.181818181818182,4.333333333333333,4
RAJOcIoUXzTRWibOW,10,182,2,Because they're easier to store that way.,5,3,4.6,4.5,3.4545454545454546,4.545454545454546,4.166666666666667,4.555555555555555
kSNYDEIzDDFtRWejo,10,183,3,Coins are round so they can fit in our pockets and machines better.,2,3,4.4,4.6,3.2727272727272725,5.181818181818182,5.25,5.222222222222222
ucaoUjLBGOErUYSMj,10,184,4,Because they are designed that way by the mint and are easier to use due to the shape.,1,1,3.8,5,4.363636363636363,4.363636363636363,4.75,3.7777777777777777
NdZjTpkvAtjcZHcdC,10,185,5,Some coins are round simply because they were designed that way.,6,6,2.8,5,4.181818181818182,1.272727272727273,4.75,1.8888888888888888
AccjEvteyqLbTUaNl,10,186,6,"Coins are round due to being a lot easier to carry, and initially mint.",4,2,4.1,5.4,2.8181818181818183,4.090909090909091,4.916666666666667,5.333333333333333
KbZVOcGAqeIjuxIcN,10,187,7,Easier to make that way and more comfortable to carry around.,5,5,4.5,5.2,3.8181818181818183,3.727272727272727,4.75,4.888888888888889
UeqHTuqstdbnGNeIf,10,188,8,I would think for vending machines.,5,5,3,4.2,1.5454545454545456,3.909090909090909,4.25,3
BSlUjkKpjkXdOgvHE,10,189,9,Easier to hold.,7,5,3.8,5.1,2.8181818181818183,4.818181818181818,4.166666666666667,4.888888888888889
nNzuKHobtQRhTvQbM,10,190,10,Round coins are less likely to puncture holes in bags and devices we use to carry around our money in. Unlike a rectangle shape or a triangle that have pointy ends that could slice open containers.,7,6,6,5.4,2.6363636363636362,5.181818181818182,5.166666666666667,5.333333333333333
asAIRemxxdtCmHtNq,10,191,11,Because that is the easiest way to produce them.,3,2,4.4,4.8,4.909090909090909,1.9090909090909092,4.416666666666667,3.888888888888889
FwTfUPtzGzTyELhIL,10,192,12,"As coins are handled constantly, a coin with edges would cut up one's hand and would feel uncomfortable in one's pocket.",5,5,4.7,5.4,2.909090909090909,3.6363636363636362,3.5833333333333335,4.666666666666667
XyJcxVgJzfvCzmxDD,10,193,13,For ease of use.,7,7,4.2,5.9,2.1818181818181817,4.7272727272727275,4.25,4.222222222222222
iYYyHDYkltxUpChoo,10,194,14,"That is the shape that is most easy to carry around. Without edges, they get snagged on clothing less often.",3,6,5.3,5.3,3.1818181818181817,4.7272727272727275,4.916666666666667,5.777777777777778
NWuylDIjHwpceUwgV,10,195,15,It is the most convenient shape for coins to fit in a person's pocket.,2,5,4.3,5,2.6363636363636362,3.4545454545454546,5.083333333333333,4.444444444444445
UxWIDrSohHFXriLvh,10,196,16,Coins are round to allow for rolling.,1,1,2.7,3.9,1.7272727272727273,3.2727272727272725,4.416666666666667,4.333333333333333
lzeIXwlMBNgwuhhwg,10,197,17,Because roundness is aesthetically appealing.,1,5,3.4,4.5,2.1818181818181817,1.9090909090909092,3.6666666666666665,3
EmbXrzocAhWAVicqC,10,198,18,Coins are round because it was easier to produce a cylinder shape than a  square.,1,3,4.1,4.6,4.2727272727272725,2.1818181818181817,3.6666666666666665,4
GwvFGHYeCoGKCVhrh,10,199,19,So they are easier to keep in our pockets.,6,2,3.7,4.9,2.1818181818181817,4.454545454545454,4.833333333333333,4.222222222222222
CgcNAxwnNRWfvXsjx,10,200,20,Because it mostly the standard of currency in most of human history.,5,5,3.5,5.1,2.5454545454545454,0.8181818181818181,3.9166666666666665,3
syGfoqzYkQQcHMIwU,11,201,1,Because of the heat.,5,5,2.4,4.222222222222222,3.7,1.9090909090909092,5.090909090909091,3.8
fPpWPqfwzIFBRrFYX,11,202,2,It is heated to burn out impurities.,5,7,4,4.555555555555555,4.1,3.4545454545454546,4.090909090909091,3.8
BdYnFkuxtBypwRzyx,11,203,3,Glass is transparent because no coloring has been added to it.,1,2,2.7,4.444444444444445,0.9,2.4545454545454546,3.5454545454545454,3.6
vQMDNtHtrQxFPWLFl,11,204,4,"I don't know, maybe because the materials are more dispersed in glass and more compacted with sand.",2,4,3.2,4,1.8000000000000003,1.0909090909090908,2.727272727272727,3.5
HvCNSbvxCmOikMDby,11,205,5,"Glass is transparent because sand has impurities that cause color in it, and glass has those cooked out by high heat.",3,6,4.7,5.222222222222222,3.6,4.090909090909091,4.090909090909091,5
DTBYSxACrwRPkUqnS,11,206,6,I believe that glass is transparent through the process in which it is made. The heat and the pressure on the sand and its bonds turn it transparent and hard.,6,6,4.8,4.333333333333333,5.2,2.4545454545454546,4.454545454545454,5.1
qADtzaAAxrainsvlY,11,207,7,They heat it.,5,4,2.3,4.777777777777778,3.9,2.090909090909091,5.090909090909091,3.6
EEqPdzIhjODEFjDLf,11,208,8,Parts of sand can look transparent. I guess during the process of creating glass you can notice it better.,3,5,2.6,4,1.8,1.1818181818181819,2.8181818181818183,2.5
gOROiiEGNuCzZOgvq,11,209,9,"Sand itself is transparent, it is silicone which we can see through. When it's all in one chunk like a pane of glass, it is transparent, however when it's broken down into small pieces we can't see through it because the light gets scattered inside each piece.",5,5,4.7,5.444444444444445,3.1,3,4.636363636363637,5.1
CCMUGNLwBbqzkupRn,11,210,10,Glass is transparent because when heated the particles fused together and align so that it is transparent.,5,5,4.4,5.111111111111111,4.5,3.3636363636363638,4.909090909090909,5.1
UxEfXYwWCoAXhMrTO,11,211,11,Because it undergoes a highly refined manufacturing process that turns the sand and adds other things to it and the end result is glass.,6,5,3.9,5,4.5,3.454545454545454,3.727272727272727,6.2
KRHdnJKvqTAfWAdLD,11,212,12,"When sand is converted into glass, the molecular structure changes also making it into a clearish product.",6,6,4.7,5.666666666666667,4.5,2.8181818181818183,4.454545454545454,4.8
HJkPAxVGANytZVXDl,11,213,13,The glass has been super heated and it caused the structure of the sand to change.,2,3,4.3,5.333333333333333,4.7,3.4545454545454546,4.181818181818182,4.2
LwOUlsyRBcCHJlSzM,11,214,14,It is heated.,6,6,2.1,4.444444444444445,5,1.9090909090909092,5.181818181818182,3.5
ZlOxkLtONDJoLOGJW,11,215,15,"Glass is transparent because the atoms that compose it are no longer sand, they have been reshaped into different molecules through heat.",5,5,4.9,5.222222222222222,4.8,3.4545454545454546,4.545454545454546,4.9
rFBsNjlJKRCdnApwJ,11,216,16,"Well, I think glass is transparent and designed to be that way where you can see what it's holding inside.",5,6,2.4,3.888888888888889,0.2,2.8181818181818183,3.5454545454545454,2.8
FtMbYMMbLQsIzCIKq,11,217,17,The sand is processed and ground finely to give it a clear appearance.,2,5,3.7,4.222222222222222,2.9,2.454545454545454,2.6363636363636362,5.2
aDFgidbpCgorYxRMz,11,218,18,"Because the sand is melted when making glass, so it becomes transparent during the process of melting then hardening.",5,5,4,5.333333333333333,5.3,4.454545454545454,4.909090909090909,6.1
TuddmdlXsMEVpEFgl,11,219,19,Because with high heat the sand melts and becomes colorless to form glass.,2,5,4,4.777777777777778,4.3,3.5454545454545454,4.545454545454546,5.6
DRCDwrmhXCnIntNnp,11,220,20,"Light can pass through it, particles are spread out.",7,7,2.4,4.666666666666667,1.5,2.545454545454546,4.090909090909091,4.1
EScZqwAOLWFlvcOoE,11,221,21,The molecules of the sand are changed when heated and align up in such a way that allows light to pass through.,2,5,5.3,5.333333333333333,5.2,4.090909090909091,4.636363636363637,5.2
rYhZKQvFZLdYeqXIk,11,222,22,The crystals are clear.  When they are aligned they allow light to pass through.,NA,NA,4.3,5.444444444444445,3.2,3.454545454545454,3.909090909090909,4.7
syGfoqzYkQQcHMIwU,12,223,1,Because they get nervous and its something to cling to.,6,4,3.7777777777777777,5.5,3.8,3.1,3.6666666666666665,3.1818181818181817
fPpWPqfwzIFBRrFYX,12,224,2,Stress relief.,6,7,4,5,3,4.6,4.222222222222222,2.1818181818181817
BdYnFkuxtBypwRzyx,12,225,3,People bit their nails as a way to deal with being nervous.,5,5,5,5.7,4.2,4.6,4.111111111111111,4.2727272727272725
vQMDNtHtrQxFPWLFl,12,226,4,Habit or nervousness.,3,4,4,5.7,4.3,3.1,4,2.6363636363636362
HvCNSbvxCmOikMDby,12,227,5,It is a nervous habit we are born with from doing in the womb.,5,6,2.111111111111111,3.8,3.8,1.1,2.5555555555555554,2.090909090909091
DTBYSxACrwRPkUqnS,12,228,6,"People bite their nails usually due to overthinking a situation or even down to nervousness, it is a habit that shows their thoughts and usually have to do with them.",6,6,4.222222222222222,5,4.5,2.5,3.888888888888889,4.818181818181818
EEqPdzIhjODEFjDLf,12,229,7,When people are anxious or nervous they tend to bite their nails.,6,6,4.777777777777778,5.7,4.4,3,4.111111111111111,3.1818181818181817
gOROiiEGNuCzZOgvq,12,230,8,"It is a habit. Our nails grow and if we don't trim them they become annoying, without available nail trimmers, some people bite their nails to trim them. If we do this often enough it becomes a habit that is hard to break.",3,3,4.333333333333333,4.8,2.7,4.3,4.222222222222222,5.181818181818182
CCMUGNLwBbqzkupRn,12,231,9,People bite their nails because they are nervous and it gives them an outlet.,5,4,5.222222222222222,5.6,4.3,4.8,4,3.727272727272727
UxEfXYwWCoAXhMrTO,12,232,10,It's natures reaction to being nervous or anxious about something.  The person doing it is in a nervous situation.,7,7,5.111111111111111,5.3,4.6,2.1,3.888888888888889,4.2727272727272725
KRHdnJKvqTAfWAdLD,12,233,11,"Most of the time because they are nervous, but sometimes because of a nutrient deficiency.",6,6,4.555555555555555,4.1,4,2.1,2.111111111111111,3
HJkPAxVGANytZVXDl,12,234,12,People generally bite their nails out of a nervous tick or a way to occupy themselves when they are bored or uneasy.,5,6,4.555555555555555,5.5,3.9,4,3.888888888888889,4.818181818181818
LwOUlsyRBcCHJlSzM,12,235,13,They are nervous.,7,6,4.333333333333333,5.6,5.2,2.3,4.222222222222222,2.5454545454545454
ZlOxkLtONDJoLOGJW,12,236,14,People bite their nails to satisfy a biological compulsion to put something into their mouth.,6,6,4.444444444444445,4.6,4.1,3.6,3.4444444444444446,4.636363636363637
rFBsNjlJKRCdnApwJ,12,237,15,I think people bite their nails because they are nervous or maybe the nails need trimming at that moment.,7,5,4.666666666666667,4.9,3.9,3.1,3.3333333333333335,4
FtMbYMMbLQsIzCIKq,12,238,16,People bite their nails because it's a nervous habit.,5,6,5.111111111111111,5.5,4.1,2.9,4.333333333333333,4.181818181818182
aDFgidbpCgorYxRMz,12,239,17,"It's an urge that's hard to ignore, kind of like an itch.",7,5,2.7777777777777777,5.3,2.4,2.4,4.222222222222222,2.8181818181818183
TuddmdlXsMEVpEFgl,12,240,18,It's a habit that people do when they are nervous. When people get anxious they sometimes want to gnaw on things and nails are always available.,6,6,5,5.4,3.5,3.9,4.333333333333333,4.545454545454546
DRCDwrmhXCnIntNnp,12,241,19,Bad habit.,7,7,2.4444444444444446,5.4,3.1,1.8,4.888888888888889,2.090909090909091
EScZqwAOLWFlvcOoE,12,242,20,"People bite their nails in order to deal with stress. It allows them to occupy their mind with something other than their worries, if only for a moment.",3,6,5.555555555555555,5.5,3.8,5.3,4.111111111111111,5
rYhZKQvFZLdYeqXIk,12,243,21,They feel an urge to do so.,NA,NA,3.4444444444444446,5.1,3.8,2.3,4.777777777777778,2.3636363636363638
syGfoqzYkQQcHMIwU,13,244,1,It is a rumor that has been spread about for years.,6,4,3.3636363636363638,5.2727272727272725,2.3,1.1818181818181819,5,3.625
fPpWPqfwzIFBRrFYX,13,245,2,Random acts of unluckiness have happened involving this number.,7,7,3.727272727272727,4.7272727272727275,4.5,2.272727272727273,2.888888888888889,3.875
BdYnFkuxtBypwRzyx,13,246,3,The number 13 is considered unlucky because there have been instances throughout history that the number has been used for evil.,5,3,4.636363636363637,4.090909090909091,4.8,3.909090909090909,3,5.125
vQMDNtHtrQxFPWLFl,13,247,4,"Culture reasons, it is only considered unlucky by certain cultures.",6,4,3.5454545454545454,4.454545454545454,4.2,2,4.111111111111111,3.375
HvCNSbvxCmOikMDby,13,248,5,It is an old adage from a story made up many centuries ago.,5,2,3.272727272727273,4.090909090909091,3,3.6363636363636362,3.3333333333333335,3.5
DTBYSxACrwRPkUqnS,13,249,6,"I think the number thirteen is unlucky because it is the day or tradition where the dead rise, or it could be something from the bible where the black horse comes on the thirteenth day on a Friday with death and bad news. I am unsure.",3,3,4.090909090909091,3.7272727272727275,3.8,1.727272727272727,2.888888888888889,4.125
EEqPdzIhjODEFjDLf,13,250,7,Because it's not 14.,3,2,2,2.7272727272727275,0.9,0.2727272727272727,5.777777777777778,1
gOROiiEGNuCzZOgvq,13,251,8,"The number 13 has been involved in a number of bad events throughout history, people began to notice this and talk about it. Over generations and more negative events involving the number 13, it has got a reputation as being associated with bad things.",3,2,5.2727272727272725,4.454545454545454,5,1.3636363636363638,4.111111111111111,5
